S1_Light,S2_Light,S3_Light,S4_Light,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Temperature,Sound,Room_Occupancy_Count
14,16,65,46,360,0.103846154,0,0,25.2825,0.0675,0
10,10,45,31,355,0.0,0,0,25.125,0.0725,0
114,19,180,7,1050,0.280769231,0,1,26.1875,0.465,2
20,24,87,63,355,0.0,0,0,25.5825,0.0675,0
0,0,3,2,350,0.0,0,0,25.5475,0.07,0
0,0,0,0,360,0.0,0,0,25.22,0.06,0
118,29,53,32,595,0.273076923,0,0,25.9375,0.0824999999999999,1
0,0,0,0,360,-0.203846154,0,0,25.1725,0.0625,0
0,0,0,0,470,-1.184615385,0,0,25.5475,0.0574999999999999,0
165,256,273,73,925,2.157692308,1,1,26.3925,1.225,3
0,0,0,0,365,-0.007692308,0,0,25.2975,0.06,0
0,0,0,0,635,-1.353846154,0,0,25.6425,0.0675,0
0,0,0,0,835,-0.15,0,0,25.925,0.0675,0
0,0,0,0,350,-0.176923077,0,0,25.5175,0.0725,0
0,0,0,0,360,0.080769231,0,0,25.1125,0.0625,0
150,236,187,11,815,1.592307692,0,1,26.1275,0.1025,3
0,0,0,0,365,-0.015384615,0,0,25.1725,0.0574999999999999,0
156,243,80,60,645,0.861538462,0,0,26.36,0.0625,2
114,19,180,7,1015,-0.603846154,0,0,26.1875,0.5175000000000001,2
0,0,2,2,350,0.0,0,0,25.58,0.075,0
0,0,0,0,365,0.0,0,0,25.3325,0.0625,0
153,216,63,49,450,1.003846154,1,1,25.345,0.4475,2
6,7,34,23,360,0.0,0,0,24.9825,0.065,0
9,10,45,30,355,0.0,0,0,25.125,0.0725,0
7,7,39,24,520,2.069230769,0,0,25.845,0.225,3
0,0,0,0,365,-0.215384615,0,0,25.295,0.0625,0
164,254,276,70,910,1.661538462,1,1,26.375,0.32,3
0,0,0,0,605,-1.196153846,0,0,25.595,0.0625,0
0,0,0,0,755,-1.976923077,0,0,25.75,0.065,0
148,234,178,10,995,3.892307692,1,1,26.25,1.175,3
18,21,77,55,355,0.0,0,0,25.4375,0.0725,0
0,0,0,0,360,-0.026923077,0,0,25.25,0.06,0
0,0,0,0,375,0.0,0,0,25.3625,0.0574999999999999,0
14,14,68,49,640,-0.903846154,0,0,26.2025,0.0625,0
0,0,0,0,370,0.0,0,0,25.345,0.0675,0
0,0,0,0,370,0.0,0,0,25.2975,0.0549999999999999,0
6,6,32,20,360,0.0,0,0,24.9825,0.06,0
165,254,272,70,860,0.923076923,1,1,26.47,0.9075,3
0,0,0,0,365,-0.019230769,0,0,25.2975,0.06,0
4,3,19,13,360,0.007692308,0,0,24.97,0.0625,0
0,0,0,0,375,0.0,0,0,25.3625,0.0625,0
163,252,227,70,845,7.519230769,0,0,26.44,0.1425,3
0,0,0,0,360,0.115384615,0,0,25.1275,0.0574999999999999,0
0,0,0,0,345,0.0,0,0,25.035,0.07,0
116,24,178,9,810,1.815384615,1,1,26.0475,0.165,2
8,9,41,28,355,0.0,0,0,25.0325,0.07,0
0,0,0,0,520,-2.073076923,0,0,25.515,0.065,0
142,228,173,10,1265,1.957692308,1,0,26.7525,0.1925,3
0,0,0,0,360,0.215384615,0,0,25.065,0.06,0
0,0,0,0,355,-0.119230769,0,0,25.05,0.065,0
0,0,0,0,350,0.0,0,0,25.235,0.065,0
118,24,192,14,605,1.6,0,0,25.97,0.5325,2
117,21,26,20,510,1.426923077,0,0,26.17,0.0875,1
0,0,0,0,360,-0.061538462,0,0,24.97,0.065,0
0,0,0,0,355,0.026923077,0,0,25.5175,0.0625,0
0,0,0,0,450,-1.719230769,0,0,25.455,0.2675,0
0,0,0,0,365,0.0,0,0,25.3325,0.0575,0
0,0,0,0,780,-2.057692308,0,0,25.8125,0.1,0
0,0,0,0,350,0.088461538,0,0,25.5025,0.0725,0
7,7,36,24,355,-0.138461538,0,0,24.9825,0.0725,0
142,227,173,10,1245,0.846153846,0,0,26.7525,0.12,3
6,6,37,23,530,2.657692308,0,0,25.8275,0.2774999999999999,3
0,0,0,0,345,0.0,0,0,25.22,0.065,0
0,0,0,0,360,-0.084615385,0,0,25.28,0.055,0
115,19,180,7,1015,0.103846154,0,0,26.1425,0.7325,2
160,248,77,57,620,0.946153846,1,0,26.285,0.4975,2
0,0,0,0,385,-0.273076923,0,0,25.4525,0.06,0
142,227,173,10,1260,1.673076923,0,0,26.72,0.0725,3
14,17,80,49,675,-1.788461538,0,0,25.97,0.07,0
0,0,0,0,360,0.0,0,0,25.1725,0.06,0
119,23,35,26,470,1.519230769,1,0,26.14,0.095,1
146,231,175,22,810,1.803846154,0,0,25.955,0.2425,2
0,0,0,0,910,-3.419230769,0,0,25.9225,0.0625,0
0,0,0,0,810,-1.576923077,0,0,25.8125,0.06,0
2,2,12,9,350,-0.019230769,0,0,25.595,0.0725,0
5,5,28,19,360,0.05,0,0,25.0,0.0625,0
0,0,0,0,355,-0.073076923,0,0,24.9225,0.0625,0
0,0,0,0,345,0.0,0,0,25.0175,0.065,0
0,0,0,0,380,-0.3,0,0,25.3925,0.0574999999999999,0
0,0,0,0,365,0.0,0,0,25.33,0.0625,0
0,0,0,0,370,0.0,0,0,25.31,0.055,0
0,0,0,0,375,-0.034615385,0,0,25.3325,0.065,0
150,236,186,11,790,1.211538462,0,0,26.11,0.91,3
0,0,0,0,370,-0.057692308,0,0,25.33,0.06,0
0,0,0,0,490,-1.461538462,0,0,25.58,0.06,0
124,35,59,45,400,0.334615385,0,0,25.035,0.0875,1
0,0,0,0,360,-0.088461538,0,0,25.315,0.065,0
19,22,98,59,960,-0.226923077,1,1,26.44,1.535,0
0,0,0,0,795,-2.003846154,0,0,25.83,0.0625,0
7,7,36,24,355,-0.219230769,0,0,24.9675,0.07,0
12,12,60,44,505,-1.569230769,0,0,26.0925,0.0625,0
12,14,55,40,355,0.0,0,0,25.2525,0.0725,0
0,0,0,0,365,-0.084615385,0,0,25.3775,0.0625,0
0,0,0,0,365,0.0,0,0,25.3625,0.06,0
0,0,0,0,855,-2.634615385,0,0,25.8425,0.055,0
1,1,7,5,350,0.0,0,0,25.58,0.075,0
0,0,0,0,560,-2.180769231,0,0,25.58,0.0574999999999999,0
157,244,75,58,600,2.230769231,0,0,26.03,0.0625,2
142,229,5,7,830,-0.846153846,1,1,25.955,0.235,2
17,20,73,53,355,0.0,0,0,25.4525,0.075,0
17,21,93,58,830,-4.319230769,0,0,26.095,0.06,0
6,7,33,22,345,0.0,0,0,25.02,0.0824999999999999,0
156,244,80,61,640,0.846153846,0,0,26.345,0.2525,2
150,239,180,10,1205,0.257692308,1,1,26.6725,1.79,3
0,0,0,0,380,-0.276923077,0,0,25.4225,0.06,0
17,21,94,58,820,-3.903846154,0,0,26.08,0.0675,0
6,7,35,22,360,-0.042307692,0,0,25.05,0.06,0
0,0,0,0,360,-0.096153846,0,0,25.265,0.0625,0
0,0,5,4,345,0.0,0,0,24.9675,0.065,0
148,234,178,24,785,1.573076923,0,1,25.955,0.2475,2
0,0,0,0,370,-0.084615385,0,0,25.345,0.07,0
0,0,0,0,360,-0.034615385,0,0,25.25,0.0574999999999999,0
0,0,0,0,380,-0.261538462,0,0,25.4225,0.0625,0
0,0,0,0,390,-0.126923077,0,0,25.5,0.06,0
7,7,29,26,475,2.826923077,0,1,25.815,0.22,3
0,0,0,0,380,-0.242307692,0,0,25.3625,0.0625,0
0,0,0,0,360,-0.138461538,0,0,25.05,0.06,0
123,37,67,49,375,0.288461538,0,0,25.52,0.2925,1
0,0,0,0,355,0.0,0,0,25.2975,0.075,0
16,19,71,52,355,0.0,0,0,25.2975,0.0824999999999999,0
114,19,179,7,1035,0.473076923,1,0,26.1875,0.1924999999999999,2
0,0,0,0,1020,-3.969230769,0,0,26.0325,0.0625,0
0,0,3,2,355,-0.015384615,0,0,25.0325,0.0725,0
0,0,0,0,360,-0.130769231,0,0,25.315,0.06,0
0,0,0,0,525,-2.653846154,0,0,25.515,0.065,0
5,6,30,21,350,0.107692308,0,0,25.5975,0.07,0
0,0,3,2,355,-0.007692308,0,0,25.05,0.0574999999999999,0
0,0,0,0,355,0.0,0,0,24.9675,0.0625,0
118,22,29,20,500,1.3,1,0,26.2025,0.3925,1
0,0,0,0,975,-2.184615385,0,0,26.0175,0.0574999999999999,0
5,6,30,21,360,0.0,0,0,24.9675,0.0625,0
1,1,9,5,355,0.0,0,0,24.9675,0.06,0
16,20,72,52,355,0.0,0,0,25.4525,0.07,0
1,1,9,6,350,0.0,0,0,25.595,0.0725,0
14,16,65,45,360,0.165384615,0,0,25.2675,0.0625,0
9,10,49,35,435,-1.273076923,0,0,26.0775,0.06,0
2,2,14,8,345,0.0,0,0,24.985,0.0675,0
1,1,8,5,355,0.0,0,0,24.9675,0.0625,0
119,29,54,33,590,0.707692308,0,0,25.9375,0.0625,1
133,216,172,25,770,1.676923077,1,1,25.9075,0.2925,3
0,0,0,0,355,-0.011538462,0,0,25.0475,0.07,0
8,8,30,29,475,2.673076923,0,1,25.7975,0.2499999999999999,3
0,0,0,0,365,0.0,0,0,25.315,0.0625,0
161,252,81,61,530,2.15,1,0,25.8925,0.64,2
12,14,55,40,355,0.0,0,0,25.2375,0.0824999999999999,0
160,249,78,59,405,0.603846154,1,1,25.72,0.495,2
160,248,75,58,465,2.776923077,1,0,25.83,0.2,2
0,0,0,0,370,-1.23e-17,0,0,25.3625,0.06,0
14,18,82,51,715,-2.742307692,0,0,26.0,0.065,0
164,247,279,72,865,-0.892307692,1,1,26.39,1.185,3
160,248,72,54,605,1.442307692,0,0,26.25,0.7475,2
0,0,0,0,390,-0.342307692,0,0,25.425,0.06,0
0,0,0,0,355,-0.057692308,0,0,25.08,0.07,0
0,0,0,0,355,0.003846154,0,0,24.9675,0.06,0
0,0,0,0,450,-0.946153846,0,0,25.5325,0.06,0
6,6,33,21,360,0.0,0,0,24.9825,0.0675,0
16,19,73,53,355,0.0,0,0,25.3425,0.0725,0
6,7,33,21,345,0.0,0,0,25.0175,0.0675,0
119,24,195,17,565,1.996153846,0,0,25.97,0.72,2
0,0,0,0,360,-0.273076923,0,0,25.315,0.0675,0
114,19,179,7,1030,-0.165384615,0,0,26.1725,0.2425,2
0,0,0,0,385,-0.042307692,0,0,25.4075,0.0625,0
124,38,70,51,370,0.292307692,0,0,25.485,0.3749999999999999,1
9,10,45,30,355,0.0,0,0,25.0625,0.07,0
0,0,0,0,435,-2.126923077,0,0,25.455,0.065,0
0,0,0,0,355,0.0,0,0,25.2975,0.0675,0
0,0,0,0,360,-0.026923077,0,0,25.1725,0.0625,0
0,0,0,0,370,0.0,0,0,25.3775,0.0574999999999999,0
10,10,53,32,370,0.353846154,0,1,25.705,0.455,3
0,0,0,0,365,0.0,0,0,25.3475,0.065,0
116,20,24,17,535,0.95,0,0,26.155,0.065,1
124,39,73,53,380,0.288461538,0,0,25.565,0.445,1
147,234,177,23,800,1.553846154,1,1,25.97,0.37,2
0,0,0,0,365,7.7e-19,0,0,25.22,0.06,0
0,0,0,0,385,-0.334615385,0,0,25.44,0.065,0
0,0,0,0,530,-2.630769231,0,0,25.5325,0.0625,0
0,0,0,0,355,0.076923077,0,0,25.095,0.06,0
0,0,0,0,390,0.0,0,0,25.485,0.055,0
124,38,72,52,370,0.288461538,0,0,25.485,0.355,1
142,227,171,10,1225,0.603846154,1,1,26.7375,1.0575,3
0,0,0,0,420,-1.107692308,0,0,25.515,0.0625,0
0,0,0,0,365,-0.219230769,0,0,25.315,0.0625,0
6,6,31,20,345,0.0,0,0,25.0325,0.065,0
15,15,71,52,660,2.907692308,0,0,26.25,0.0625,0
19,23,99,60,970,-0.1,0,0,26.375,0.0625,0
114,21,181,7,1020,-0.769230769,1,1,26.1725,1.8225,2
150,239,186,12,780,3.488461538,1,1,26.0775,1.1,3
0,0,0,0,360,-0.084615385,0,0,25.1575,0.06,0
6,6,31,21,350,0.0,0,0,24.985,0.07,0
0,0,0,0,355,-0.023076923,0,0,25.44,0.0725,0
10,11,50,34,355,0.011538462,0,0,25.16,0.065,0
122,35,59,44,405,0.892307692,0,0,25.1125,0.065,1
120,24,42,31,450,1.207692308,0,0,26.14,0.2675,1
122,36,66,48,370,0.307692308,1,0,25.47,0.4874999999999999,1
0,0,0,0,360,-0.061538462,0,0,25.28,0.06,0
0,0,0,0,365,-0.007692308,0,0,25.1725,0.065,0
0,0,0,0,355,-0.019230769,0,0,25.5025,0.07,0
148,234,177,23,805,1.6,1,1,25.955,0.33,2
2,2,10,7,350,0.0,0,0,24.9525,0.0775,0
120,25,48,35,415,-1.284615385,0,0,26.0925,0.285,1
150,239,181,11,1195,2.042307692,1,1,26.61,0.665,3
0,0,4,2,345,0.0,0,0,24.9675,0.065,0
119,23,34,24,475,1.276923077,0,0,26.14,0.065,1
0,0,0,0,700,-1.876923077,0,0,25.72,0.06,0
9,9,49,36,430,-1.373076923,0,0,26.0625,0.0625,0
123,35,58,44,390,-0.630769231,1,0,25.0325,0.27,1
10,10,47,31,360,0.138461538,0,0,25.145,0.0625,0
0,0,0,0,600,-2.015384615,0,0,25.6575,0.06,0
9,10,44,30,355,0.0,0,0,25.11,0.0675,0
19,22,98,59,970,0.023076923,0,0,26.36,0.06,0
0,0,0,0,720,-2.130769231,0,0,25.72,0.06,0
0,0,0,0,455,-2.219230769,0,0,25.53,0.06,0
17,20,73,51,355,0.0,0,0,25.3125,0.15,0
20,24,85,62,355,0.0,0,0,25.5975,0.0775,0
10,12,52,35,360,0.123076923,0,0,25.19,0.07,0
0,0,0,0,370,0.0,0,0,25.3775,0.0575,0
0,0,3,2,350,0.046153846,0,0,25.0325,0.0725,0
18,23,82,59,355,0.0,0,0,25.5825,0.075,0
6,6,35,23,510,1.923076923,1,1,25.845,0.3849999999999999,3
17,20,74,53,355,0.0,0,0,25.4075,0.07,0
5,6,30,22,355,0.165384615,0,0,25.5975,0.0725,0
0,0,0,0,360,0.0,0,0,25.25,0.06,0
0,0,0,0,755,-2.303846154,0,0,25.765,0.06,0
156,244,75,58,600,2.146153846,0,0,26.015,0.0675,2
0,0,0,0,360,0.0,0,0,25.3,0.065,0
0,0,0,0,645,-1.380769231,0,0,25.6425,0.065,0
6,6,32,20,360,0.0,0,0,25.03,0.0625,0
11,13,53,37,355,0.0,0,0,25.175,0.075,0
8,9,32,29,465,2.65,0,1,25.8425,0.125,3
10,13,56,35,370,1.184615385,0,1,25.5975,0.365,3
0,0,4,3,355,-0.034615385,0,0,24.9675,0.0625,0
0,0,0,0,370,0.0,0,0,25.31,0.06,0
15,15,73,53,630,-1.223076923,0,0,26.2175,0.09,0
6,7,33,21,345,0.0,0,0,25.0325,0.0675,0
15,16,75,54,635,1.25,0,0,26.2325,0.065,0
150,236,187,10,1010,2.253846154,0,0,26.205,0.1025,3
0,0,0,0,350,-0.184615385,0,0,25.265,0.0625,0
0,0,1,0,345,0.0,0,0,24.9825,0.065,0
0,0,0,0,355,-0.046153846,0,0,25.0975,0.0725,0
141,226,171,10,1235,0.792307692,0,1,26.735,0.4875,3
6,6,32,22,350,0.0,0,0,25.0,0.07,0
155,234,73,56,545,3.907692308,1,0,25.47,0.19,2
11,12,53,36,360,0.046153846,0,0,25.19,0.0625,0
3,4,19,13,350,-0.057692308,0,0,25.6275,0.095,0
6,6,30,20,345,0.0,0,0,25.0025,0.0675,0
118,24,194,15,590,1.3,0,0,25.955,0.8825000000000001,2
0,0,0,0,585,-1.746153846,0,0,25.565,0.065,0
0,0,0,0,465,-1.053846154,0,0,25.5475,0.06,0
6,7,34,22,345,0.0,0,0,25.0325,0.085,0
124,38,70,49,365,0.088461538,0,0,25.3925,0.2025,1
0,0,0,0,555,-2.015384615,0,0,25.61,0.06,0
0,0,0,0,380,0.0,0,0,25.405,0.0725,0
12,14,57,40,360,-0.007692308,0,0,25.205,0.06,0
160,249,76,56,405,0.892307692,0,0,25.7025,0.41,2
117,26,194,21,635,0.526923077,0,0,25.9875,0.1025,2
0,0,0,0,1110,-4.734615385,0,0,26.1725,0.0575,0
150,234,185,10,915,4.065384615,0,0,26.19,0.095,3
115,24,180,11,750,1.207692308,0,1,26.0475,1.2775,2
0,0,0,0,355,-0.180769231,0,0,25.5175,0.0675,0
0,0,0,0,880,-2.730769231,0,0,25.8925,0.055,0
0,0,0,0,655,-2.373076923,0,0,25.675,0.0625,0
161,253,83,62,530,1.361538462,1,0,25.8925,0.7475,2
0,0,0,0,355,0.0,0,0,25.1575,0.0775,0
160,248,80,60,435,1.838461538,1,0,25.7975,1.3850000000000002,2
0,0,0,0,545,-2.011538462,0,0,25.6125,0.0575,0
4,4,22,15,350,0.0,0,0,24.905,0.0725,0
0,0,0,0,365,-0.276923077,0,0,25.345,0.09,0
0,0,0,0,355,-0.146153846,0,0,25.485,0.0725,0
10,11,50,34,355,0.153846154,0,0,25.175,0.06,0
0,0,0,0,525,-1.796153846,0,0,25.58,0.06,0
11,14,57,41,355,0.0,0,0,25.6125,0.0725,0
147,234,177,10,1055,2.730769231,0,1,26.2825,1.0875,3
0,0,0,0,370,-0.053846154,0,0,25.3925,0.065,0
10,13,57,35,370,1.2,0,0,25.6275,0.3749999999999999,3
0,0,1,1,350,-0.019230769,0,0,25.065,0.0725,0
0,0,0,0,785,-2.307692308,0,0,25.7975,0.055,0
162,246,227,70,845,8.780769231,1,0,26.455,0.98,3
19,23,99,61,865,-4.196153846,0,0,26.175,0.0875,0
9,10,45,29,360,0.069230769,0,0,25.0925,0.0625,0
0,0,0,0,445,-1.630769231,0,0,25.515,0.06,0
9,10,50,36,435,-1.119230769,0,0,26.0775,0.06,0
145,230,170,19,830,1.538461538,0,1,26.0025,0.3425,2
0,0,0,0,355,0.0,0,0,25.2675,0.0675,0
114,19,180,7,1025,0.726923077,1,0,26.1275,0.2375,2
0,0,5,3,350,0.0,0,0,25.5475,0.0725,0
15,20,74,53,355,0.0,0,0,25.6125,0.075,0
0,0,0,0,485,-1.446153846,0,0,25.565,0.06,0
5,5,27,18,360,0.003846154,0,0,24.985,0.06,0
13,14,59,42,360,0.019230769,0,0,25.2675,0.0625,0
0,0,0,0,370,-0.157692308,0,0,25.36,0.0725,0
150,236,180,11,1215,-0.334615385,1,0,26.78,0.7,3
148,237,179,11,840,0.873076923,0,1,26.0975,0.125,3
10,12,51,35,355,-0.030769231,0,0,25.175,0.0625,0
0,0,0,0,380,-0.023076923,0,0,25.4075,0.0574999999999999,0
0,0,0,0,355,-0.026923077,0,0,25.5025,0.075,0
1,1,10,5,345,0.0,0,0,24.9525,0.07,0
0,0,0,0,370,-0.038461538,0,0,25.3925,0.06,0
0,0,0,0,355,1.23e-17,0,0,25.0825,0.07,0
1,1,8,5,355,0.0,0,0,24.985,0.0625,0
118,24,196,17,565,2.123076923,0,0,25.97,0.8675,2
160,244,225,68,680,1.319230769,1,1,26.4825,0.7525,3
117,22,185,10,715,-0.730769231,0,0,26.015,0.7450000000000001,2
0,0,0,0,800,-2.757692308,0,0,25.845,0.065,0
115,19,182,7,1015,-1.223076923,1,1,26.1425,0.7300000000000001,2
0,0,0,0,355,0.0,0,0,25.0975,0.0675,0
157,244,81,62,640,0.834615385,1,0,26.2975,0.26,2
160,248,74,54,610,1.326923077,0,0,26.2675,0.235,2
13,16,65,47,355,0.0,0,0,25.6125,0.1025,0
0,0,0,0,350,1.23e-17,0,0,25.5325,0.0725,0
0,0,0,0,355,0.0,0,0,25.47,0.0675,0
0,0,0,0,360,0.0,0,0,25.05,0.0625,0
0,0,0,0,345,0.0,0,0,25.05,0.06,0
0,0,0,0,630,-1.534615385,0,0,25.58,0.0675,0
1,1,7,5,345,0.0,0,0,24.9675,0.0675,0
0,0,0,0,675,-1.457692308,0,0,25.735,0.0574999999999999,0
0,0,0,0,940,-2.4,0,0,25.925,0.06,0
10,11,57,41,490,-1.838461538,0,0,26.1225,0.0625,0
6,6,33,21,360,0.0,0,0,24.9825,0.0625,0
13,15,60,43,360,0.05,0,0,25.2825,0.0675,0
19,23,82,59,355,0.0,0,0,25.55,0.0775,0
1,1,6,5,350,0.0,0,0,25.5475,0.0675,0
118,24,192,14,625,2.142307692,0,0,25.9875,0.1275,2
0,0,0,0,355,0.0,0,0,25.2975,0.0725,0
0,0,0,0,355,0.084615385,0,0,25.47,0.07,0
0,0,0,0,355,0.134615385,0,0,25.4875,0.075,0
0,0,0,0,450,-0.965384615,0,0,25.5475,0.0574999999999999,0
4,4,22,15,355,-0.003846154,0,0,24.9675,0.06,0
2,2,13,9,350,-0.007692308,0,0,25.6125,0.0725,0
160,249,80,59,465,2.557692308,1,0,25.83,0.4724999999999999,2
117,27,170,25,625,0.326923077,1,1,25.9375,0.64,1
0,0,0,0,360,0.0,0,0,25.1575,0.06,0
0,0,0,0,355,0.184615385,0,0,25.5175,0.07,0
15,15,73,53,635,-1.023076923,0,0,26.25,0.0675,0
0,0,0,0,390,-0.111538462,0,0,25.47,0.06,0
0,0,0,0,355,0.026923077,0,0,25.455,0.0725,0
0,0,0,0,355,-0.088461538,0,0,24.9225,0.06,0
0,0,2,1,350,-0.211538462,0,0,25.0325,0.0725,0
0,0,0,0,385,-0.073076923,0,0,25.4225,0.06,0
123,35,57,43,390,-0.453846154,1,0,25.0175,0.1225,1
0,0,0,0,375,-0.219230769,0,0,25.3925,0.0625,0
1,1,10,6,360,0.057692308,0,0,25.0175,0.0625,0
0,0,0,0,355,0.0,0,0,25.22,0.075,0
119,24,199,18,575,1.8,0,0,25.97,0.0975,2
160,249,77,56,460,2.769230769,0,0,25.815,0.8650000000000001,2
0,0,0,0,845,-2.380769231,0,0,25.86,0.06,0
0,0,0,0,410,-1.053846154,0,0,25.5175,0.0525,0
0,0,0,0,415,-1.119230769,0,0,25.47,0.07,0
14,18,70,51,355,0.0,0,0,25.5975,0.075,0
6,6,38,24,515,2.334615385,0,1,25.845,0.4025000000000001,3
118,29,51,30,605,0.292307692,1,0,25.92,0.2825,1
0,0,0,0,760,-2.307692308,0,0,25.8125,0.0574999999999999,0
10,11,49,35,355,0.0,0,0,25.5825,0.0725,0
0,0,0,0,1155,-4.965384615,0,0,26.2525,0.06,0
119,32,64,40,575,-0.992307692,0,0,25.9075,0.075,1
14,16,65,46,355,-0.034615385,0,0,25.2975,0.065,0
9,10,45,30,355,0.0,0,0,25.0925,0.0725,0
0,0,0,0,355,0.0,0,0,25.1125,0.0675,0
10,10,56,41,460,-2.015384615,0,0,26.095,0.0625,0
142,228,5,7,835,-0.684615385,1,1,25.955,0.3149999999999999,2
114,19,180,7,1025,0.565384615,0,0,26.1425,0.3424999999999999,2
0,0,0,0,355,0.0,0,0,25.235,0.0725,0
2,2,11,8,350,-0.034615385,0,0,25.5625,0.0725,0
0,0,0,0,345,-0.088461538,0,0,25.25,0.065,0
0,0,0,0,850,0.753846154,0,1,25.97,0.07,0
9,10,45,30,355,0.0,0,0,25.125,0.07,0
12,12,62,45,505,-1.603846154,0,0,26.0925,0.0675,0
0,0,0,0,355,0.046153846,0,0,25.5175,0.0725,0
18,21,75,54,355,0.0,0,0,25.4375,0.075,0
0,0,0,0,350,-0.142307692,0,0,25.485,0.0775,0
119,25,49,35,415,-1.884615385,0,0,26.1075,0.2825,1
0,0,0,0,355,0.034615385,0,0,25.5325,0.0675,0
0,0,0,0,360,0.069230769,0,0,25.1275,0.06,0
0,0,0,0,370,0.0,0,0,25.295,0.0625,0
155,234,73,56,545,3.865384615,1,0,25.485,0.175,2
0,0,0,0,385,-0.288461538,0,0,25.425,0.065,0
1,1,8,5,350,0.0,0,0,25.0,0.0725,0
160,248,72,54,610,1.696153846,0,0,26.25,0.5375000000000001,2
10,11,49,33,355,-0.184615385,0,0,25.16,0.0625,0
11,11,59,43,485,-1.892307692,0,0,26.125,0.065,0
119,24,38,28,460,1.526923077,1,0,26.1725,0.0825,1
0,0,0,0,365,0.046153846,0,0,25.265,0.06,0
150,239,181,10,1190,2.276923077,0,0,26.61,0.0625,3
7,7,37,24,360,0.034615385,0,0,25.015,0.065,0
12,14,55,39,355,0.0,0,0,25.2525,0.07,0
4,4,21,14,360,0.007692308,0,0,25.0475,0.06,0
161,252,81,61,470,-2.715384615,1,0,25.8925,0.5875,2
2,2,13,8,355,-0.019230769,0,0,24.985,0.06,0
6,7,33,22,345,0.0,0,0,25.035,0.0675,0
5,5,26,18,360,0.0,0,0,25.0325,0.06,0
8,9,42,29,355,0.0,0,0,25.0325,0.0675,0
0,0,0,0,355,0.119230769,0,0,25.4875,0.07,0
0,0,0,0,445,-1.207692308,0,0,25.5625,0.0625,0
149,235,179,10,1060,2.757692308,0,0,26.2525,0.7625,3
6,6,33,22,360,0.0,0,0,25.065,0.06,0
123,183,73,53,380,0.0,1,1,25.595,0.6975,2
15,20,89,54,750,-3.992307692,0,0,26.0475,0.06,0
114,19,180,7,1025,0.403846154,0,0,26.1275,0.3,2
16,20,75,54,355,0.0,0,0,25.5975,0.07,0
0,0,0,0,390,0.0,0,0,25.4375,0.065,0
0,0,0,0,360,-0.034615385,0,0,25.1425,0.06,0
115,19,180,7,1005,-0.576923077,1,1,26.1425,1.0275,2
0,0,0,0,350,-0.115384615,0,0,25.25,0.0675,0
0,0,0,0,730,-2.061538462,0,0,25.735,0.0575,0
119,29,54,34,595,1.276923077,1,0,25.92,0.1225,1
20,24,84,61,355,0.0,0,0,25.5325,0.07,0
0,0,0,0,355,0.0,0,0,25.345,0.075,0
6,6,31,20,360,0.0,0,0,25.065,0.0625,0
0,0,5,4,355,-0.003846154,0,0,25.0175,0.0574999999999999,0
17,21,77,56,355,0.0,0,0,25.5825,0.0775,0
123,38,70,51,380,0.276923077,0,0,25.565,0.155,1
0,0,0,0,355,0.0,0,0,25.345,0.0675,0
0,0,0,0,640,-2.053846154,0,0,25.675,0.06,0
2,2,12,7,355,0.011538462,0,0,24.985,0.0625,0
0,0,3,2,355,-0.007692308,0,0,24.985,0.0625,0
0,0,0,0,460,-0.992307692,0,0,25.515,0.0625,0
0,0,0,0,630,-1.476923077,0,0,25.6275,0.0849999999999999,0
6,7,35,23,360,0.0,0,0,25.0675,0.0625,0
8,8,30,29,460,2.592307692,1,1,25.8275,0.3475,3
14,14,67,49,635,0.311538462,0,0,26.1875,0.0625,0
0,0,0,0,360,0.288461538,0,0,25.065,0.0574999999999999,0
0,0,0,0,355,-0.157692308,0,0,25.2825,0.065,0
0,0,1,1,350,-7.7e-19,0,0,25.5475,0.0725,0
0,0,0,0,735,-1.423076923,0,0,25.72,0.0675,0
150,236,185,10,1015,2.376923077,0,0,26.22,0.08,3
148,234,179,10,1015,2.757692308,1,1,26.2525,0.3775,3
12,14,56,39,355,0.0,0,0,25.2525,0.0675,0
0,0,0,0,365,-0.238461538,0,0,25.28,0.065,0
13,16,65,47,355,0.0,0,0,25.6125,0.0775,0
0,0,0,0,365,0.0,0,0,25.235,0.06,0
0,0,0,0,355,-0.05,0,0,25.4225,0.0725,0
0,0,0,0,350,0.0,0,0,25.5475,0.0675,0
117,23,189,12,680,2.757692308,0,1,26.0175,0.7625,2
0,0,0,0,350,-0.088461538,0,0,25.4875,0.07,0
1,1,9,5,350,0.0,0,0,25.0175,0.075,0
150,234,185,10,1035,2.076923077,0,0,26.22,0.155,3
9,10,45,31,360,-0.096153846,0,0,25.16,0.0675,0
0,0,0,0,370,-0.219230769,0,0,25.33,0.0625,0
6,7,33,22,345,0.0,0,0,25.0325,0.07,0
0,0,0,0,560,-1.746153846,0,0,25.6125,0.0575,0
7,9,38,27,350,-0.046153846,0,0,25.6425,0.07,0
0,0,0,0,375,0.0,0,0,25.3475,0.065,0
0,0,0,0,825,-3.5,0,0,25.86,0.0575,0
0,0,0,0,360,0.0,0,0,25.095,0.065,0
0,0,0,0,590,-1.765384615,0,0,25.6275,0.0575,0
